,qseqid,qspecies,sseqid,sspecies,dN,dS,dN/dS
104983,genemark-SEQ_129941-processed-gene-10.8-mRNA-1,kokia,genemark-SEQ_367-processed-gene-0.30-mRNA-1,kirkii,0.0159,0.0799,0.1993
104988,Gorai.013G104500.1,Grai,maker-SEQ_558-augustus-gene-225.56-mRNA-1,kirkii,0.0041,0.0753,0.0543
104991,Gorai.013G104500.1,Grai,augustus_masked-SEQ_130166-processed-gene-0.27-mRNA-1,kokia,0.0071,0.0828,0.0857
104992,augustus_masked-SEQ_130166-processed-gene-0.27-mRNA-1,kokia,maker-SEQ_558-augustus-gene-225.56-mRNA-1,kirkii,0.0057,0.0226,0.2532
104997,Gorai.013G105200.1,Grai,maker-SEQ_595-augustus-gene-311.61-mRNA-1,kirkii,0.0213,0.1311,0.1625
105000,Gorai.013G105200.1,Grai,maker-SEQ_115257-augustus-gene-1.43-mRNA-1,kokia,0.0222,0.106,0.2098
105001,maker-SEQ_115257-augustus-gene-1.43-mRNA-1,kokia,maker-SEQ_595-augustus-gene-311.61-mRNA-1,kirkii,0.0052,0.064,0.082
105006,Gorai.013G105700.1,Grai,maker-SEQ_417-augustus-gene-140.66-mRNA-1,kirkii,0.0121,0.0657,0.1848
105009,Gorai.013G105700.1,Grai,maker-SEQ_111081-augustus-gene-0.8-mRNA-1,kokia,0.0157,0.0733,0.2145
105010,maker-SEQ_111081-augustus-gene-0.8-mRNA-1,kokia,maker-SEQ_417-augustus-gene-140.66-mRNA-1,kirkii,0.0054,0.0541,0.0999
105015,Gorai.013G106300.1,Grai,maker-SEQ_595-snap-gene-308.91-mRNA-1,kirkii,0.0068,0.0627,0.1086
105018,Gorai.013G106300.1,Grai,maker-SEQ_129877-augustus-gene-0.43-mRNA-1,kokia,0.0059,0.0714,0.0831
105019,maker-SEQ_129877-augustus-gene-0.43-mRNA-1,kokia,maker-SEQ_595-snap-gene-308.91-mRNA-1,kirkii,0.0019,0.025,0.0776
105024,Gorai.013G106900.1,Grai,maker-SEQ_595-augustus-gene-297.68-mRNA-1,kirkii,0.0026,0.0655,0.0402
105027,Gorai.013G106900.1,Grai,maker-SEQ_129302-augustus-gene-0.33-mRNA-1,kokia,0.0034,0.0576,0.0582
105028,maker-SEQ_129302-augustus-gene-0.33-mRNA-1,kokia,maker-SEQ_595-augustus-gene-297.68-mRNA-1,kirkii,0.0019,0.0217,0.0888
105033,Gorai.013G107100.1,Grai,maker-SEQ_595-augustus-gene-297.70-mRNA-1,kirkii,0.0052,0.0638,0.0812
105036,Gorai.013G107100.1,Grai,maker-SEQ_129302-augustus-gene-0.34-mRNA-1,kokia,0.0024,0.0719,0.0339
105037,maker-SEQ_129302-augustus-gene-0.34-mRNA-1,kokia,maker-SEQ_595-augustus-gene-297.70-mRNA-1,kirkii,0.0077,0.0289,0.2646
105042,Gorai.013G107400.1,Grai,maker-SEQ_595-snap-gene-155.62-mRNA-1,kirkii,0.0111,0.0751,0.1472
105045,Gorai.013G107400.1,Grai,maker-SEQ_130278-augustus-gene-2.65-mRNA-1,kokia,0.0048,0.0656,0.0737
105046,maker-SEQ_130278-augustus-gene-2.65-mRNA-1,kokia,maker-SEQ_595-snap-gene-155.62-mRNA-1,kirkii,0.0069,0.0602,0.1151
105051,Gorai.013G107500.1,Grai,augustus_masked-SEQ_595-processed-gene-150.0-mRNA-1,kirkii,0.008,0.0536,0.1499
105054,Gorai.013G107500.1,Grai,genemark-SEQ_130278-processed-gene-2.39-mRNA-1,kokia,0.0097,0.0491,0.1982
105055,augustus_masked-SEQ_595-processed-gene-150.0-mRNA-1,kirkii,genemark-SEQ_130278-processed-gene-2.39-mRNA-1,kokia,0.0047,0.0126,0.3715
105060,Gorai.013G107600.1,Grai,maker-SEQ_595-snap-gene-150.80-mRNA-1,kirkii,0.0059,0.0523,0.112
105063,Gorai.013G107600.1,Grai,maker-SEQ_130278-augustus-gene-2.68-mRNA-1,kokia,0.0059,0.052,0.1137
105064,maker-SEQ_130278-augustus-gene-2.68-mRNA-1,kokia,maker-SEQ_595-snap-gene-150.80-mRNA-1,kirkii,0.0013,0.0312,0.0422
105069,Gorai.013G107700.1,Grai,maker-SEQ_595-augustus-gene-150.77-mRNA-1,kirkii,0.009,0.1006,0.0896
105072,Gorai.013G107700.1,Grai,maker-SEQ_130278-augustus-gene-2.69-mRNA-1,kokia,0.0068,0.0834,0.0812
105073,maker-SEQ_130278-augustus-gene-2.69-mRNA-1,kokia,maker-SEQ_595-augustus-gene-150.77-mRNA-1,kirkii,0.0084,0.0855,0.0977
105078,Gorai.013G108000.1,Grai,maker-SEQ_595-augustus-gene-152.62-mRNA-1,kirkii,0.0069,0.0701,0.099
105081,Gorai.013G108000.1,Grai,genemark-SEQ_124474-processed-gene-0.4-mRNA-1,kokia,0.0144,0.0746,0.1925
105082,genemark-SEQ_124474-processed-gene-0.4-mRNA-1,kokia,maker-SEQ_595-augustus-gene-152.62-mRNA-1,kirkii,0.0099,0.025,0.3959
105087,Gorai.013G108200.1,Grai,genemark-SEQ_595-processed-gene-154.16-mRNA-1,kirkii,0.003,0.0508,0.0585
105090,Gorai.013G108200.1,Grai,maker-SEQ_127133-augustus-gene-0.38-mRNA-1,kokia,0.0047,0.0592,0.0797
105091,genemark-SEQ_595-processed-gene-154.16-mRNA-1,kirkii,maker-SEQ_127133-augustus-gene-0.38-mRNA-1,kokia,0.003,0.0272,0.1101
105096,Gorai.013G108300.1,Grai,maker-SEQ_595-augustus-gene-153.61-mRNA-1,kirkii,0.0072,0.1149,0.063
105099,Gorai.013G108300.1,Grai,maker-SEQ_127133-augustus-gene-0.39-mRNA-1,kokia,0.0092,0.0633,0.1456
105100,maker-SEQ_127133-augustus-gene-0.39-mRNA-1,kokia,maker-SEQ_595-augustus-gene-153.61-mRNA-1,kirkii,0.0101,0.044,0.23
105105,Gorai.013G109000.1,Grai,genemark-SEQ_595-processed-gene-296.19-mRNA-1,kirkii,0.0273,0.1495,0.1825
105108,Gorai.013G109000.1,Grai,maker-SEQ_124786-augustus-gene-2.79-mRNA-1,kokia,0.0231,0.1282,0.1806
105109,genemark-SEQ_595-processed-gene-296.19-mRNA-1,kirkii,maker-SEQ_124786-augustus-gene-2.79-mRNA-1,kokia,0.012,0.0595,0.2015
105114,Gorai.013G109100.1,Grai,genemark-SEQ_595-processed-gene-293.16-mRNA-1,kirkii,0.0506,0.1899,0.2665
105117,Gorai.013G109100.1,Grai,maker-SEQ_124786-augustus-gene-1.26-mRNA-1,kokia,0.0085,0.1056,0.0807
105118,genemark-SEQ_595-processed-gene-293.16-mRNA-1,kirkii,maker-SEQ_124786-augustus-gene-1.26-mRNA-1,kokia,0.051,0.1839,0.2774
105123,Gorai.013G109400.1,Grai,maker-SEQ_595-augustus-gene-156.69-mRNA-1,kirkii,0.0173,0.0843,0.2055
105126,Gorai.013G109400.1,Grai,maker-SEQ_130278-augustus-gene-1.35-mRNA-1,kokia,0.0124,0.0848,0.1466
105127,maker-SEQ_130278-augustus-gene-1.35-mRNA-1,kokia,maker-SEQ_595-augustus-gene-156.69-mRNA-1,kirkii,0.0102,0.0234,0.438
105132,Gorai.013G110500.1,Grai,maker-SEQ_595-snap-gene-158.88-mRNA-1,kirkii,0.0124,0.0627,0.1978
105135,Gorai.013G110500.1,Grai,augustus_masked-SEQ_130380-processed-gene-2.31-mRNA-1,kokia,0.0178,0.0827,0.2157
105136,augustus_masked-SEQ_130380-processed-gene-2.31-mRNA-1,kokia,maker-SEQ_595-snap-gene-158.88-mRNA-1,kirkii,0.0073,0.0279,0.261
105141,Gorai.013G110900.1,Grai,maker-SEQ_595-augustus-gene-315.74-mRNA-1,kirkii,0.0256,0.1602,0.1598
105144,Gorai.013G110900.1,Grai,maker-SEQ_130380-augustus-gene-4.50-mRNA-1,kokia,0.021,0.468,0.0449
105145,maker-SEQ_130380-augustus-gene-4.50-mRNA-1,kokia,maker-SEQ_595-augustus-gene-315.74-mRNA-1,kirkii,0.0021,0.0253,0.0847
105150,Gorai.013G111900.1,Grai,augustus_masked-SEQ_569-processed-gene-128.32-mRNA-1,kirkii,0.0184,0.1753,0.1049
105153,Gorai.013G111900.1,Grai,genemark-SEQ_114406-processed-gene-1.4-mRNA-1,kokia,0.0186,0.1465,0.1267
105154,augustus_masked-SEQ_569-processed-gene-128.32-mRNA-1,kirkii,genemark-SEQ_114406-processed-gene-1.4-mRNA-1,kokia,0.0156,0.0711,0.2193
105159,Gorai.013G112000.1,Grai,maker-SEQ_569-augustus-gene-127.78-mRNA-1,kirkii,0.0057,0.088,0.0652
105162,Gorai.013G112000.1,Grai,maker-SEQ_114406-augustus-gene-0.32-mRNA-1,kokia,0.0075,0.0921,0.0818
105163,maker-SEQ_114406-augustus-gene-0.32-mRNA-1,kokia,maker-SEQ_569-augustus-gene-127.78-mRNA-1,kirkii,0.0035,0.0253,0.1399
105168,Gorai.013G112200.1,Grai,augustus_masked-SEQ_569-processed-gene-122.16-mRNA-1,kirkii,0.0096,0.0547,0.1754
105171,Gorai.013G112200.1,Grai,genemark-SEQ_126230-processed-gene-3.18-mRNA-1,kokia,0.0089,0.0796,0.1117
105172,augustus_masked-SEQ_569-processed-gene-122.16-mRNA-1,kirkii,genemark-SEQ_126230-processed-gene-3.18-mRNA-1,kokia,0.0068,0.0305,0.2242
105177,Gorai.013G113100.1,Grai,maker-SEQ_569-augustus-gene-107.64-mRNA-1,kirkii,0.0163,0.1861,0.0877
105180,Gorai.013G113100.1,Grai,maker-SEQ_126381-augustus-gene-3.73-mRNA-1,kokia,0.0161,0.1483,0.1084
105181,maker-SEQ_126381-augustus-gene-3.73-mRNA-1,kokia,maker-SEQ_569-augustus-gene-107.64-mRNA-1,kirkii,0.0219,0.1131,0.1932
105186,Gorai.013G113200.1,Grai,genemark-SEQ_569-processed-gene-108.43-mRNA-1,kirkii,0.0102,0.0623,0.1636
105189,Gorai.013G113200.1,Grai,augustus_masked-SEQ_126381-processed-gene-2.32-mRNA-1,kokia,0.0068,0.1261,0.0538
105190,augustus_masked-SEQ_126381-processed-gene-2.32-mRNA-1,kokia,genemark-SEQ_569-processed-gene-108.43-mRNA-1,kirkii,0.0091,0.0711,0.1275
105195,Gorai.013G113400.1,Grai,maker-SEQ_569-snap-gene-97.69-mRNA-1,kirkii,0.0163,0.1021,0.1593
105198,Gorai.013G113400.1,Grai,maker-SEQ_125957-augustus-gene-0.33-mRNA-1,kokia,0.0107,0.0868,0.1235
105199,maker-SEQ_125957-augustus-gene-0.33-mRNA-1,kokia,maker-SEQ_569-snap-gene-97.69-mRNA-1,kirkii,0.0086,0.0814,0.1051
105204,Gorai.013G113500.1,Grai,maker-SEQ_569-augustus-gene-97.64-mRNA-1,kirkii,0.0028,0.0635,0.0447
105207,Gorai.013G113500.1,Grai,maker-SEQ_125957-augustus-gene-1.28-mRNA-1,kokia,0.0087,0.1042,0.083
105208,maker-SEQ_125957-augustus-gene-1.28-mRNA-1,kokia,maker-SEQ_569-augustus-gene-97.64-mRNA-1,kirkii,0.006,0.0882,0.068
105213,Gorai.013G113600.1,Grai,maker-SEQ_569-augustus-gene-114.81-mRNA-1,kirkii,0.0193,0.0963,0.2005
105216,Gorai.013G113600.1,Grai,maker-SEQ_129537-augustus-gene-4.73-mRNA-1,kokia,0.0227,0.0774,0.2933
105217,maker-SEQ_129537-augustus-gene-4.73-mRNA-1,kokia,maker-SEQ_569-augustus-gene-114.81-mRNA-1,kirkii,0.0126,0.0485,0.2604
105222,Gorai.013G113800.1,Grai,maker-SEQ_569-snap-gene-107.65-mRNA-1,kirkii,0.0158,0.1405,0.1125
105225,Gorai.013G113800.1,Grai,maker-SEQ_126381-augustus-gene-3.74-mRNA-1,kokia,0.0128,0.1507,0.0852
105226,maker-SEQ_126381-augustus-gene-3.74-mRNA-1,kokia,maker-SEQ_569-snap-gene-107.65-mRNA-1,kirkii,0.0056,0.0838,0.0669
105231,Gorai.013G114500.1,Grai,maker-SEQ_569-augustus-gene-98.81-mRNA-1,kirkii,0.0152,0.0623,0.2432
105234,Gorai.013G114500.1,Grai,maker-SEQ_125957-augustus-gene-2.52-mRNA-1,kokia,0.0109,0.0384,0.2849
105235,maker-SEQ_125957-augustus-gene-2.52-mRNA-1,kokia,maker-SEQ_569-augustus-gene-98.81-mRNA-1,kirkii,0.0096,0.0178,0.5397
105240,Gorai.013G114900.1,Grai,maker-SEQ_569-augustus-gene-242.58-mRNA-1,kirkii,0.0054,0.0502,0.1081
105243,Gorai.013G114900.1,Grai,maker-SEQ_130207-augustus-gene-1.74-mRNA-1,kokia,0.0105,0.0759,0.1383
105244,maker-SEQ_130207-augustus-gene-1.74-mRNA-1,kokia,maker-SEQ_569-augustus-gene-242.58-mRNA-1,kirkii,0.0062,0.0276,0.224
105249,Gorai.013G115000.1,Grai,augustus_masked-SEQ_569-processed-gene-61.4-mRNA-1,kirkii,0.0274,0.0996,0.2747
105252,Gorai.013G115000.1,Grai,augustus_masked-SEQ_126546-processed-gene-0.20-mRNA-1,kokia,0.0252,0.137,0.1842
105253,augustus_masked-SEQ_126546-processed-gene-0.20-mRNA-1,kokia,augustus_masked-SEQ_569-processed-gene-61.4-mRNA-1,kirkii,0.007,0.0857,0.0819
105258,Gorai.013G115200.1,Grai,maker-SEQ_569-augustus-gene-62.48-mRNA-1,kirkii,0.008,0.0579,0.1384
105261,Gorai.013G115200.1,Grai,maker-SEQ_120075-augustus-gene-0.61-mRNA-1,kokia,0.0042,0.0462,0.0909
105262,maker-SEQ_120075-augustus-gene-0.61-mRNA-1,kokia,maker-SEQ_569-augustus-gene-62.48-mRNA-1,kirkii,0.0083,0.0541,0.154
105267,Gorai.013G116000.1,Grai,maker-SEQ_569-snap-gene-65.66-mRNA-1,kirkii,0.0138,0.0709,0.1951
105270,Gorai.013G116000.1,Grai,genemark-SEQ_130290-processed-gene-3.17-mRNA-1,kokia,0.0132,0.0677,0.1952
105271,genemark-SEQ_130290-processed-gene-3.17-mRNA-1,kokia,maker-SEQ_569-snap-gene-65.66-mRNA-1,kirkii,0.0059,0.0311,0.1895
105276,Gorai.013G116100.1,Grai,maker-SEQ_569-augustus-gene-65.64-mRNA-1,kirkii,0.012,0.0772,0.1548
105279,Gorai.013G116100.1,Grai,maker-SEQ_130290-augustus-gene-3.46-mRNA-1,kokia,0.007,0.1086,0.0642
105280,maker-SEQ_130290-augustus-gene-3.46-mRNA-1,kokia,maker-SEQ_569-augustus-gene-65.64-mRNA-1,kirkii,0.0044,0.0166,0.2643
105285,Gorai.013G116200.1,Grai,genemark-SEQ_569-processed-gene-65.32-mRNA-1,kirkii,0.0151,0.1113,0.1356
105288,Gorai.013G116200.1,Grai,maker-SEQ_130290-augustus-gene-3.45-mRNA-1,kokia,0.0195,0.1477,0.1318
105289,genemark-SEQ_569-processed-gene-65.32-mRNA-1,kirkii,maker-SEQ_130290-augustus-gene-3.45-mRNA-1,kokia,0.0142,0.0839,0.1691
105294,Gorai.013G116800.1,Grai,genemark-SEQ_569-processed-gene-70.33-mRNA-1,kirkii,0.0063,0.1178,0.0533
105297,Gorai.013G116800.1,Grai,maker-SEQ_116239-augustus-gene-0.70-mRNA-1,kokia,0.0001,0.1079,0.001
105298,genemark-SEQ_569-processed-gene-70.33-mRNA-1,kirkii,maker-SEQ_116239-augustus-gene-0.70-mRNA-1,kokia,0.0091,0.0588,0.1544
105303,Gorai.013G117100.1,Grai,maker-SEQ_569-snap-gene-76.75-mRNA-1,kirkii,0.0032,0.0691,0.046
105306,Gorai.013G117100.1,Grai,maker-SEQ_114580-augustus-gene-0.11-mRNA-1,kokia,0.0262,0.2545,0.1028
105307,maker-SEQ_114580-augustus-gene-0.11-mRNA-1,kokia,maker-SEQ_569-snap-gene-76.75-mRNA-1,kirkii,0.0224,0.1234,0.1814
105312,Gorai.013G117600.1,Grai,maker-SEQ_569-augustus-gene-76.73-mRNA-1,kirkii,0.0073,0.0344,0.211
105315,Gorai.013G117600.1,Grai,maker-SEQ_128638-augustus-gene-1.64-mRNA-1,kokia,0.0073,0.0426,0.1724
105316,maker-SEQ_128638-augustus-gene-1.64-mRNA-1,kokia,maker-SEQ_569-augustus-gene-76.73-mRNA-1,kirkii,0.0037,0.014,0.2619
105321,Gorai.013G117700.1,Grai,augustus_masked-SEQ_569-processed-gene-76.15-mRNA-1,kirkii,0.0165,0.0765,0.2161
105324,Gorai.013G117700.1,Grai,augustus_masked-SEQ_128638-processed-gene-1.49-mRNA-1,kokia,0.0122,0.0727,0.1682
105325,augustus_masked-SEQ_128638-processed-gene-1.49-mRNA-1,kokia,augustus_masked-SEQ_569-processed-gene-76.15-mRNA-1,kirkii,0.0068,0.0088,0.7779
105330,Gorai.013G118100.1,Grai,maker-SEQ_569-augustus-gene-80.58-mRNA-1,kirkii,0.0103,0.1146,0.0897
105333,Gorai.013G118100.1,Grai,maker-SEQ_118051-augustus-gene-0.29-mRNA-1,kokia,0.0104,0.1141,0.0916
105334,maker-SEQ_118051-augustus-gene-0.29-mRNA-1,kokia,maker-SEQ_569-augustus-gene-80.58-mRNA-1,kirkii,0.0078,0.0382,0.205
105339,Gorai.013G118300.1,Grai,augustus_masked-SEQ_569-processed-gene-89.35-mRNA-1,kirkii,0.0337,0.201,0.1679
105342,Gorai.013G118300.1,Grai,augustus_masked-SEQ_118051-processed-gene-1.41-mRNA-1,kokia,0.0127,0.0888,0.1432
105343,augustus_masked-SEQ_118051-processed-gene-1.41-mRNA-1,kokia,augustus_masked-SEQ_569-processed-gene-89.35-mRNA-1,kirkii,0.0438,0.1667,0.2625
105348,Gorai.013G118700.1,Grai,maker-SEQ_569-augustus-gene-90.52-mRNA-1,kirkii,0.0242,0.0962,0.252
105351,Gorai.013G118700.1,Grai,maker-SEQ_130249-augustus-gene-3.53-mRNA-1,kokia,0.0274,0.1108,0.2474
105352,maker-SEQ_130249-augustus-gene-3.53-mRNA-1,kokia,maker-SEQ_569-augustus-gene-90.52-mRNA-1,kirkii,0.0043,0.0467,0.0915
105357,Gorai.013G118800.1,Grai,maker-SEQ_569-augustus-gene-90.53-mRNA-1,kirkii,0.0097,0.0748,0.1301
105360,Gorai.013G118800.1,Grai,maker-SEQ_130249-augustus-gene-3.52-mRNA-1,kokia,0.0132,0.0726,0.1819
105361,maker-SEQ_130249-augustus-gene-3.52-mRNA-1,kokia,maker-SEQ_569-augustus-gene-90.53-mRNA-1,kirkii,0.0044,0.0239,0.1863
105366,Gorai.013G119000.1,Grai,maker-SEQ_569-snap-gene-90.59-mRNA-1,kirkii,0.0028,0.0548,0.0507
105369,Gorai.013G119000.1,Grai,genemark-SEQ_130249-processed-gene-3.10-mRNA-1,kokia,0.0046,0.0697,0.0666
105370,genemark-SEQ_130249-processed-gene-3.10-mRNA-1,kokia,maker-SEQ_569-snap-gene-90.59-mRNA-1,kirkii,0.003,0.0468,0.0649
105375,Gorai.013G119100.1,Grai,maker-SEQ_569-augustus-gene-90.55-mRNA-1,kirkii,0.0063,0.0598,0.1045
105378,Gorai.013G119100.1,Grai,maker-SEQ_130249-augustus-gene-3.49-mRNA-1,kokia,0.0066,0.0741,0.0895
105379,maker-SEQ_130249-augustus-gene-3.49-mRNA-1,kokia,maker-SEQ_569-augustus-gene-90.55-mRNA-1,kirkii,0.0015,0.028,0.0537
105384,Gorai.013G119500.1,Grai,maker-SEQ_569-augustus-gene-88.57-mRNA-1,kirkii,0.0174,0.0804,0.2166
105387,Gorai.013G119500.1,Grai,augustus_masked-SEQ_124808-processed-gene-0.29-mRNA-1,kokia,0.0177,0.1267,0.1397
105388,augustus_masked-SEQ_124808-processed-gene-0.29-mRNA-1,kokia,maker-SEQ_569-augustus-gene-88.57-mRNA-1,kirkii,0.0044,0.0367,0.1206
105393,Gorai.013G119700.1,Grai,maker-SEQ_569-augustus-gene-87.83-mRNA-1,kirkii,0.0248,0.0816,0.3044
105396,Gorai.013G119700.1,Grai,maker-SEQ_124808-augustus-gene-0.45-mRNA-1,kokia,0.0281,0.1161,0.2421
105397,maker-SEQ_124808-augustus-gene-0.45-mRNA-1,kokia,maker-SEQ_569-augustus-gene-87.83-mRNA-1,kirkii,0.006,0.0312,0.191
105402,Gorai.013G119900.1,Grai,maker-SEQ_569-augustus-gene-87.82-mRNA-1,kirkii,0.0269,0.1263,0.2128
105405,Gorai.013G119900.1,Grai,augustus_masked-SEQ_124329-processed-gene-0.37-mRNA-1,kokia,0.0242,0.1424,0.1699
105406,augustus_masked-SEQ_124329-processed-gene-0.37-mRNA-1,kokia,maker-SEQ_569-augustus-gene-87.82-mRNA-1,kirkii,0.0061,0.0271,0.2259
105411,Gorai.013G120100.1,Grai,augustus_masked-SEQ_569-processed-gene-86.41-mRNA-1,kirkii,0.0176,0.1045,0.1681
105414,Gorai.013G120100.1,Grai,augustus_masked-SEQ_123813-processed-gene-0.23-mRNA-1,kokia,0.0177,0.1044,0.1694
105415,augustus_masked-SEQ_123813-processed-gene-0.23-mRNA-1,kokia,augustus_masked-SEQ_569-processed-gene-86.41-mRNA-1,kirkii,0.0041,0.0129,0.3167
105420,Gorai.013G120200.1,Grai,maker-SEQ_569-snap-gene-86.93-mRNA-1,kirkii,0.0107,0.1086,0.0984
105423,Gorai.013G120200.1,Grai,augustus_masked-SEQ_123813-processed-gene-0.16-mRNA-1,kokia,0.0112,0.1271,0.088
105424,augustus_masked-SEQ_123813-processed-gene-0.16-mRNA-1,kokia,maker-SEQ_569-snap-gene-86.93-mRNA-1,kirkii,0.0081,0.0612,0.1327
105429,Gorai.013G120400.1,Grai,augustus_masked-SEQ_569-processed-gene-84.27-mRNA-1,kirkii,0.0317,0.1237,0.2559
105432,Gorai.013G120400.1,Grai,genemark-SEQ_115979-processed-gene-0.2-mRNA-1,kokia,0.0323,0.1048,0.308
105433,augustus_masked-SEQ_569-processed-gene-84.27-mRNA-1,kirkii,genemark-SEQ_115979-processed-gene-0.2-mRNA-1,kokia,0.0011,0.0434,0.0261
105438,Gorai.013G120600.1,Grai,maker-SEQ_569-snap-gene-84.77-mRNA-1,kirkii,0.0103,0.1007,0.1026
105441,Gorai.013G120600.1,Grai,maker-SEQ_113759-augustus-gene-0.25-mRNA-1,kokia,0.0098,0.2296,0.0429
105442,maker-SEQ_113759-augustus-gene-0.25-mRNA-1,kokia,maker-SEQ_569-snap-gene-84.77-mRNA-1,kirkii,0.0064,0.0766,0.0835
105447,Gorai.013G120900.1,Grai,maker-SEQ_569-augustus-gene-84.72-mRNA-1,kirkii,0.0157,0.0419,0.3753
105450,Gorai.013G120900.1,Grai,maker-SEQ_113759-augustus-gene-0.24-mRNA-1,kokia,0.0116,0.0535,0.2169
105451,maker-SEQ_113759-augustus-gene-0.24-mRNA-1,kokia,maker-SEQ_569-augustus-gene-84.72-mRNA-1,kirkii,0.0027,0.0227,0.1179
105456,Gorai.013G121000.1,Grai,genemark-SEQ_569-processed-gene-83.19-mRNA-1,kirkii,0.0122,0.0934,0.1305
105459,Gorai.013G121000.1,Grai,maker-SEQ_117847-augustus-gene-0.14-mRNA-1,kokia,0.0129,0.1237,0.1043
105460,genemark-SEQ_569-processed-gene-83.19-mRNA-1,kirkii,maker-SEQ_117847-augustus-gene-0.14-mRNA-1,kokia,0.0064,0.0632,0.1009
105465,Gorai.013G121900.1,Grai,maker-SEQ_569-snap-gene-380.52-mRNA-1,kirkii,0.0122,0.0984,0.1235
105468,Gorai.013G121900.1,Grai,augustus_masked-SEQ_126775-processed-gene-0.11-mRNA-1,kokia,0.0112,0.0896,0.1248
105469,augustus_masked-SEQ_126775-processed-gene-0.11-mRNA-1,kokia,maker-SEQ_569-snap-gene-380.52-mRNA-1,kirkii,0.0127,0.0786,0.1622
105474,Gorai.013G122200.1,Grai,maker-SEQ_569-augustus-gene-389.67-mRNA-1,kirkii,0.0114,0.0657,0.174
105477,Gorai.013G122200.1,Grai,maker-SEQ_123218-augustus-gene-0.32-mRNA-1,kokia,0.0192,0.078,0.2459
105478,maker-SEQ_123218-augustus-gene-0.32-mRNA-1,kokia,maker-SEQ_569-augustus-gene-389.67-mRNA-1,kirkii,0.0039,0.0253,0.1533
105483,Gorai.013G122900.1,Grai,maker-SEQ_569-augustus-gene-388.56-mRNA-1,kirkii,0.0047,0.0441,0.106
105486,Gorai.013G122900.1,Grai,maker-SEQ_127189-augustus-gene-0.36-mRNA-1,kokia,0.0059,0.049,0.1199
105487,maker-SEQ_127189-augustus-gene-0.36-mRNA-1,kokia,maker-SEQ_569-augustus-gene-388.56-mRNA-1,kirkii,0.0035,0.0127,0.2733
105492,Gorai.013G123000.1,Grai,maker-SEQ_569-augustus-gene-388.55-mRNA-1,kirkii,0.007,0.1025,0.0679
105495,Gorai.013G123000.1,Grai,maker-SEQ_127189-augustus-gene-0.37-mRNA-1,kokia,0.005,0.0638,0.0791
105496,maker-SEQ_127189-augustus-gene-0.37-mRNA-1,kokia,maker-SEQ_569-augustus-gene-388.55-mRNA-1,kirkii,0.0,0.0378,0.001
105501,Gorai.013G123200.1,Grai,maker-SEQ_569-augustus-gene-386.62-mRNA-1,kirkii,0.0106,0.1102,0.0961
105504,Gorai.013G123200.1,Grai,maker-SEQ_127963-augustus-gene-0.83-mRNA-1,kokia,0.0096,0.0866,0.1104
105505,maker-SEQ_127963-augustus-gene-0.83-mRNA-1,kokia,maker-SEQ_569-augustus-gene-386.62-mRNA-1,kirkii,0.009,0.0449,0.2004
105510,Gorai.013G123400.1,Grai,augustus_masked-SEQ_569-processed-gene-384.0-mRNA-1,kirkii,0.0044,0.0533,0.0825
105513,Gorai.013G123400.1,Grai,augustus_masked-SEQ_112497-processed-gene-0.11-mRNA-1,kokia,0.0059,0.0789,0.0748
105514,augustus_masked-SEQ_112497-processed-gene-0.11-mRNA-1,kokia,augustus_masked-SEQ_569-processed-gene-384.0-mRNA-1,kirkii,0.003,0.0311,0.0957
105519,Gorai.013G123500.1,Grai,maker-SEQ_569-snap-gene-383.76-mRNA-1,kirkii,0.0026,0.0793,0.0327
105522,Gorai.013G123500.1,Grai,augustus_masked-SEQ_112497-processed-gene-0.13-mRNA-1,kokia,0.0014,0.1038,0.0139
105523,augustus_masked-SEQ_112497-processed-gene-0.13-mRNA-1,kokia,maker-SEQ_569-snap-gene-383.76-mRNA-1,kirkii,0.0073,0.0509,0.1427
105528,Gorai.013G123700.1,Grai,snap_masked-SEQ_569-processed-gene-383.64-mRNA-1,kirkii,0.0058,0.0511,0.1139
105531,Gorai.013G123700.1,Grai,maker-SEQ_124644-augustus-gene-0.24-mRNA-1,kokia,0.0074,0.0529,0.1393
105532,maker-SEQ_124644-augustus-gene-0.24-mRNA-1,kokia,snap_masked-SEQ_569-processed-gene-383.64-mRNA-1,kirkii,0.0023,0.0506,0.0463
105537,Gorai.013G123800.1,Grai,maker-SEQ_569-snap-gene-382.65-mRNA-1,kirkii,0.037,0.1408,0.2625
105540,Gorai.013G123800.1,Grai,augustus_masked-SEQ_128354-processed-gene-0.43-mRNA-1,kokia,0.0675,0.3317,0.2037
105541,augustus_masked-SEQ_128354-processed-gene-0.43-mRNA-1,kokia,maker-SEQ_569-snap-gene-382.65-mRNA-1,kirkii,0.0297,0.1695,0.1754
105546,Gorai.013G123900.1,Grai,maker-SEQ_569-augustus-gene-382.60-mRNA-1,kirkii,0.0187,0.0726,0.2572
105549,Gorai.013G123900.1,Grai,maker-SEQ_128354-augustus-gene-0.47-mRNA-1,kokia,0.0193,0.0712,0.2713
105550,maker-SEQ_128354-augustus-gene-0.47-mRNA-1,kokia,maker-SEQ_569-augustus-gene-382.60-mRNA-1,kirkii,0.0049,0.0204,0.2414
105555,Gorai.013G124300.1,Grai,augustus_masked-SEQ_569-processed-gene-381.9-mRNA-1,kirkii,0.0084,0.1131,0.0743
