,qseqid,sseqid,dN,dS,dN/dS
11647,Thecc1EG037655t1,Gorai.001G012000.1,0.037,0.4426,0.0837
11648,Thecc1EG037657t1,Gorai.009G031700.1,0.0005,0.5098,0.001
11649,Thecc1EG037659t1,Gorai.010G083100.1,0.0094,0.3778,0.0248
11650,Thecc1EG037661t1,Gorai.001G011900.1,0.0665,1.1788,0.0564
11651,Thecc1EG037662t1,Gorai.009G031500.1,0.0269,0.4266,0.0631
11652,Thecc1EG037664t1,Gorai.001G011700.1,0.0657,0.3869,0.1699
11653,Thecc1EG037665t1,Gorai.010G082900.1,0.0201,0.3915,0.0512
11654,Thecc1EG037667t1,Gorai.001G011500.1,0.064,0.3296,0.1941
11655,Thecc1EG037670t1,Gorai.010G082600.1,0.0637,0.5788,0.1101
11656,Thecc1EG037671t1,Gorai.001G011300.1,0.0114,0.4833,0.0236
11657,Thecc1EG037672t1,Gorai.010G082500.1,0.0067,0.2585,0.0258
11658,Thecc1EG037673t1,Gorai.010G082300.1,0.0305,0.4335,0.0704
11659,Thecc1EG037676t1,Gorai.005G027900.1,0.0149,0.5289,0.0281
11660,Thecc1EG037679t1,Gorai.009G031100.1,0.0224,0.3981,0.0563
11661,Thecc1EG037680t1,Gorai.010G082100.1,0.0109,0.3593,0.0304
11662,Thecc1EG037681t1,Gorai.009G031000.1,0.0391,0.4188,0.0934
11663,Thecc1EG037682t1,Gorai.010G081900.1,0.0328,0.3732,0.0878
11664,Thecc1EG037686t1,Gorai.013G228100.1,0.0229,0.3772,0.0606
11665,Thecc1EG037687t1,Gorai.010G081800.1,0.0309,0.4315,0.0717
11666,Thecc1EG037688t1,Gorai.010G081700.1,0.023,0.279,0.0824
11667,Thecc1EG037689t1,Gorai.010G081600.1,0.0275,0.3118,0.0881
11668,Thecc1EG037693t1,Gorai.013G228200.1,0.0068,0.4579,0.0148
11669,Thecc1EG037694t1,Gorai.013G228400.1,0.0389,0.6571,0.0591
11670,Thecc1EG037695t1,Gorai.009G030800.1,0.0231,0.2854,0.081
11671,Thecc1EG037699t1,Gorai.001G010900.1,0.058,0.4033,0.1439
11672,Thecc1EG037700t1,Gorai.001G010800.1,0.0489,0.4633,0.1055
11673,Thecc1EG037701t1,Gorai.010G081400.1,0.0166,0.2825,0.0589
11674,Thecc1EG037703t1,Gorai.010G081300.1,0.0229,0.3321,0.0688
11675,Thecc1EG037704t1,Gorai.009G030500.1,0.0193,0.6331,0.0306
11676,Thecc1EG037706t1,Gorai.009G030300.1,0.0312,0.362,0.0861
11677,Thecc1EG037707t1,Gorai.009G030200.1,0.052,0.462,0.1125
11678,Thecc1EG037711t1,Gorai.009G030100.1,0.0225,0.3432,0.0656
11679,Thecc1EG037712t1,Gorai.010G080900.1,0.0392,0.3803,0.103
11680,Thecc1EG037714t1,Gorai.010G080700.1,0.0195,0.3876,0.0504
11681,Thecc1EG037715t1,Gorai.004G283500.1,0.0334,0.5949,0.0561
11682,Thecc1EG046921t1,Gorai.004G283400.1,0.0385,0.5051,0.0763
11683,Thecc1EG046923t1,Gorai.009G030000.1,0.0201,0.2997,0.067
11684,Thecc1EG037719t1,Gorai.009G029800.1,0.0315,0.3218,0.098
11685,Thecc1EG037720t1,Gorai.010G080400.1,0.0198,0.364,0.0543
11686,Thecc1EG037722t1,Gorai.001G010400.1,0.1104,2.0374,0.0542
11687,Thecc1EG037723t1,Gorai.009G029600.1,0.0293,0.3125,0.0937
11688,Thecc1EG037726t1,Gorai.001G010200.1,0.0253,0.3947,0.064
11689,Thecc1EG037727t1,Gorai.010G080000.1,0.0479,0.4565,0.105
11690,Thecc1EG037728t1,Gorai.010G079900.1,0.0507,0.6075,0.0835
11691,Thecc1EG037730t1,Gorai.001G009900.1,0.0292,1.1433,0.0256
11692,Thecc1EG037740t1,Gorai.010G079600.1,0.0271,0.3101,0.0875
11693,Thecc1EG037741t1,Gorai.010G079400.1,0.0389,0.4132,0.0942
11694,Thecc1EG037743t1,Gorai.009G029100.1,0.0269,0.542,0.0496
11695,Thecc1EG037745t1,Gorai.013G229300.1,0.0145,0.3139,0.0461
11696,Thecc1EG037747t1,Gorai.010G078900.1,0.0067,0.4691,0.0144
11697,Thecc1EG037748t1,Gorai.010G078800.1,0.0105,0.4774,0.022
11698,Thecc1EG037749t1,Gorai.010G078700.1,0.0264,0.4586,0.0576
11699,Thecc1EG037750t1,Gorai.010G078600.1,0.0557,0.6221,0.0895
11700,Thecc1EG037753t1,Gorai.009G028600.1,0.0197,0.3999,0.0494
11701,Thecc1EG037755t1,Gorai.004G282600.1,0.0314,0.3572,0.0879
11702,Thecc1EG037759t1,Gorai.010G078300.1,0.0181,0.4414,0.041
11703,Thecc1EG037760t1,Gorai.013G229600.1,0.0101,0.2453,0.0412
11704,Thecc1EG037764t1,Gorai.004G282200.1,0.0123,0.3882,0.0318
11705,Thecc1EG037766t1,Gorai.009G028000.1,0.0183,0.2877,0.0637
11706,Thecc1EG037767t1,Gorai.010G077900.1,0.03,0.2993,0.1001
11707,Thecc1EG037769t1,Gorai.010G077800.1,0.0213,0.4158,0.0512
11708,Thecc1EG037770t1,Gorai.001G009300.1,0.0406,0.8978,0.0452
11709,Thecc1EG037772t1,Gorai.009G027800.1,0.0238,0.432,0.0551
11710,Thecc1EG037774t1,Gorai.010G077500.1,0.0704,0.486,0.1448
11711,Thecc1EG037776t1,Gorai.013G230400.1,0.0219,0.5105,0.0429
11712,Thecc1EG037782t1,Gorai.009G027700.1,0.0649,0.5589,0.1161
11713,Thecc1EG037784t1,Gorai.010G077300.1,0.0205,0.4766,0.043
11714,Thecc1EG037786t1,Gorai.001G010100.1,0.0408,0.5674,0.072
11715,Thecc1EG037789t1,Gorai.010G077100.1,0.0196,0.3277,0.0599
11716,Thecc1EG037790t1,Gorai.010G244200.1,0.0165,0.4057,0.0406
11717,Thecc1EG037792t1,Gorai.010G077000.1,0.0331,0.3602,0.0918
11718,Thecc1EG037793t1,Gorai.009G027400.1,0.0332,0.4556,0.0729
11719,Thecc1EG037795t1,Gorai.010G076800.1,0.028,0.514,0.0545
11720,Thecc1EG037799t1,Gorai.010G076700.1,0.0279,0.4014,0.0695
11721,Thecc1EG037800t1,Gorai.010G076200.1,0.0367,0.2814,0.1305
11722,Thecc1EG037801t1,Gorai.001G008700.1,0.0262,1.2157,0.0215
11723,Thecc1EG037805t1,Gorai.009G027300.1,0.0273,0.324,0.0842
11724,Thecc1EG037807t1,Gorai.010G075800.1,0.0107,0.3692,0.029
11725,Thecc1EG037808t1,Gorai.010G075600.1,0.0275,0.4021,0.0684
11726,Thecc1EG037809t1,Gorai.010G075400.1,0.0376,0.4103,0.0915
11727,Thecc1EG037811t1,Gorai.010G075300.1,0.0291,0.3998,0.0727
11728,Thecc1EG037814t1,Gorai.001G008000.1,0.049,0.843,0.0582
11729,Thecc1EG037815t1,Gorai.001G007900.1,0.0513,0.9398,0.0546
11730,Thecc1EG037816t1,Gorai.009G027100.1,0.0477,0.4775,0.0999
11731,Thecc1EG037817t1,Gorai.010G075200.1,0.0459,0.4608,0.0995
11732,Thecc1EG037818t1,Gorai.010G075100.1,0.043,0.4291,0.1001
11733,Thecc1EG037820t1,Gorai.010G075000.1,0.0913,0.9671,0.0944
11734,Thecc1EG037821t1,Gorai.009G027000.1,0.0371,0.5094,0.0728
11735,Thecc1EG037822t1,Gorai.010G074800.1,0.0479,0.4675,0.1024
11736,Thecc1EG037823t1,Gorai.004G281500.1,0.0689,1.153,0.0598
11737,Thecc1EG037824t1,Gorai.010G074600.1,0.024,0.2649,0.0906
11738,Thecc1EG037826t1,Gorai.001G007500.1,0.0678,0.7043,0.0962
11739,Thecc1EG037828t1,Gorai.010G074400.1,0.0244,0.3131,0.0779
11740,Thecc1EG037830t1,Gorai.010G074100.1,0.0307,0.4398,0.0698
11741,Thecc1EG037831t1,Gorai.010G074000.1,0.035,0.3635,0.0964
11742,Thecc1EG037833t1,Gorai.009G026800.1,0.0334,0.5464,0.0611
11743,Thecc1EG037834t1,Gorai.010G073800.1,0.0372,0.3976,0.0937
11744,Thecc1EG037835t1,Gorai.010G073700.1,0.0176,0.3622,0.0486
11745,Thecc1EG037836t1,Gorai.004G280900.1,0.0179,0.4998,0.0359
11746,Thecc1EG037837t1,Gorai.009G026700.1,0.0206,0.4796,0.0429
11747,Thecc1EG037838t1,Gorai.001G007100.1,0.0251,0.3365,0.0745
11748,Thecc1EG037840t1,Gorai.010G073600.1,0.0253,0.4179,0.0605
11749,Thecc1EG037843t1,Gorai.009G026500.1,0.036,0.3563,0.1012
11750,Thecc1EG037845t1,Gorai.009G026400.1,0.053,0.4384,0.1208
11751,Thecc1EG047094t1,Gorai.001G006600.1,0.0296,0.4904,0.0604
11752,Thecc1EG037849t1,Gorai.009G026000.1,0.0308,0.3351,0.0919
11753,Thecc1EG037850t1,Gorai.004G280600.1,0.0257,0.4475,0.0574
11754,Thecc1EG037852t1,Gorai.010G073200.1,0.0178,0.2831,0.0629
11755,Thecc1EG037853t1,Gorai.004G280500.1,0.0337,0.3479,0.0967
11756,Thecc1EG037854t1,Gorai.010G073100.1,0.0412,0.3641,0.113
11757,Thecc1EG037856t1,Gorai.001G006100.1,0.04,0.6082,0.0658
11758,Thecc1EG037857t1,Gorai.009G025800.1,0.0578,0.6105,0.0947
11759,Thecc1EG037859t1,Gorai.001G006000.1,0.0559,0.7921,0.0706
11760,Thecc1EG037860t1,Gorai.010G072700.1,0.06,0.5142,0.1167
11761,Thecc1EG037862t1,Gorai.010G072300.1,0.014,0.2545,0.0549
11762,Thecc1EG037867t1,Gorai.009G025500.1,0.033,0.3491,0.0944
11763,Thecc1EG037868t1,Gorai.010G072200.1,0.0362,0.341,0.1063
11764,Thecc1EG037870t1,Gorai.009G025300.1,0.0495,0.3429,0.1442
11765,Thecc1EG037871t1,Gorai.004G280300.1,0.0201,0.4282,0.047
11766,Thecc1EG037873t1,Gorai.009G025100.1,0.0286,0.5531,0.0517
11767,Thecc1EG037874t1,Gorai.009G025000.1,0.0226,0.3379,0.067
11768,Thecc1EG037876t1,Gorai.013G230900.1,0.0215,0.427,0.0502
11769,Thecc1EG037877t1,Gorai.001G005500.1,0.0246,0.5531,0.0445
11770,Thecc1EG037879t1,Gorai.010G071400.1,0.0433,0.4688,0.0925
11771,Thecc1EG037881t1,Gorai.010G071300.1,0.046,0.3991,0.1152
11772,Thecc1EG037882t1,Gorai.001G005300.1,0.0776,0.8757,0.0886
11773,Thecc1EG037885t1,Gorai.010G071100.1,0.0485,0.4304,0.1126
11774,Thecc1EG037888t1,Gorai.010G070900.1,0.0407,0.41,0.0993
11775,Thecc1EG037890t1,Gorai.009G024600.1,0.0214,0.3076,0.0697
11776,Thecc1EG037891t1,Gorai.010G070800.1,0.0478,0.4026,0.1188
11777,Thecc1EG037894t1,Gorai.010G070400.1,0.0481,0.4489,0.1073
11778,Thecc1EG037895t1,Gorai.010G070300.1,0.0512,0.4553,0.1124
11779,Thecc1EG037898t1,Gorai.010G069900.1,0.0354,0.4495,0.0787
11780,Thecc1EG037899t1,Gorai.010G069800.1,0.0652,0.6199,0.1052
11781,Thecc1EG037903t1,Gorai.009G024100.1,0.0239,0.3567,0.0671
11782,Thecc1EG037906t1,Gorai.001G004600.1,0.055,0.8344,0.066
11783,Thecc1EG037907t1,Gorai.001G004500.1,0.0506,0.4825,0.1049
11784,Thecc1EG037908t1,Gorai.001G004300.1,0.0476,0.7822,0.0608
11785,Thecc1EG037910t1,Gorai.010G069500.1,0.0468,0.7483,0.0625
11786,Thecc1EG037911t1,Gorai.010G069400.1,0.0334,0.3261,0.1023
11787,Thecc1EG037912t1,Gorai.009G023900.1,0.0388,0.8956,0.0433
11788,Thecc1EG037913t1,Gorai.010G069300.1,0.0492,0.5119,0.0961
11789,Thecc1EG037914t1,Gorai.001G004200.1,0.0337,0.6769,0.0497
11790,Thecc1EG037915t1,Gorai.009G023800.1,0.0401,0.5658,0.0708
11791,Thecc1EG037917t1,Gorai.001G004000.1,0.0392,1.2298,0.0319
11792,Thecc1EG037919t1,Gorai.009G023600.1,0.0147,0.3743,0.0392
11793,Thecc1EG037922t1,Gorai.009G023400.1,0.0139,0.4435,0.0314
11794,Thecc1EG037923t1,Gorai.009G023300.1,0.0326,0.5714,0.057
11795,Thecc1EG037924t1,Gorai.009G023200.1,0.0233,0.3311,0.0703
11796,Thecc1EG037926t1,Gorai.009G023100.1,0.0189,0.335,0.0564
11797,Thecc1EG037927t1,Gorai.009G023000.1,0.0776,0.5391,0.1439
11798,Thecc1EG037928t1,Gorai.001G003700.1,0.0236,0.4089,0.0577
11799,Thecc1EG037929t1,Gorai.004G279400.1,0.0452,0.3697,0.1223
11800,Thecc1EG037930t1,Gorai.010G068900.1,0.037,0.4161,0.089
11801,Thecc1EG037934t1,Gorai.010G068800.1,0.0312,0.6647,0.0469
11802,Thecc1EG037937t1,Gorai.009G022800.1,0.0372,0.4129,0.0902
11803,Thecc1EG037940t1,Gorai.010G068700.1,0.0475,0.4184,0.1136
11804,Thecc1EG037941t1,Gorai.010G068600.1,0.016,0.3046,0.0524
11805,Thecc1EG037943t1,Gorai.N019000.1,0.037,0.6318,0.0586
11806,Thecc1EG037945t1,Gorai.001G003300.1,0.0178,0.5235,0.034
11807,Thecc1EG037948t1,Gorai.009G022600.1,0.0244,0.4358,0.0559
11808,Thecc1EG037952t1,Gorai.010G068300.1,0.0349,0.3186,0.1096
11809,Thecc1EG037953t1,Gorai.010G068100.1,0.0373,0.5029,0.0742
11810,Thecc1EG037956t1,Gorai.010G067900.1,0.0153,0.3349,0.0457
11811,Thecc1EG037958t1,Gorai.004G279000.1,0.0663,0.82,0.0808
11812,Thecc1EG037959t1,Gorai.010G067800.1,0.0283,0.342,0.0827
11813,Thecc1EG037960t1,Gorai.010G067700.1,0.0233,0.3147,0.074
11814,Thecc1EG037961t1,Gorai.009G022300.1,0.0224,0.518,0.0431
11815,Thecc1EG037964t1,Gorai.009G022200.1,0.0335,0.4563,0.0733
11816,Thecc1EG037965t1,Gorai.001G003100.1,0.0376,0.6192,0.0607
11817,Thecc1EG037970t1,Gorai.009G022100.1,0.0366,0.4124,0.0887
11818,Thecc1EG037971t1,Gorai.009G022000.1,0.0374,0.4843,0.0772
11819,Thecc1EG037973t1,Gorai.009G021900.1,0.0164,0.3731,0.044
11820,Thecc1EG037975t1,Gorai.009G021700.1,0.0186,0.4229,0.0439
11821,Thecc1EG037976t1,Gorai.010G066900.1,0.0472,0.5272,0.0895
11822,Thecc1EG037977t1,Gorai.013G232400.1,0.0268,0.5055,0.053
11823,Thecc1EG037978t1,Gorai.009G021500.1,0.04,0.3602,0.111
11824,Thecc1EG037981t1,Gorai.009G021100.1,0.0329,0.3655,0.0901
11825,Thecc1EG037982t1,Gorai.010G066800.1,0.0156,0.4555,0.0342
11826,Thecc1EG037992t1,Gorai.013G232700.1,0.0045,0.399,0.0112
11827,Thecc1EG037994t1,Gorai.013G232800.1,0.023,0.4699,0.0489
11828,Thecc1EG037998t1,Gorai.010G066200.1,0.033,0.2968,0.111
11829,Thecc1EG037999t1,Gorai.010G066100.1,0.0006,0.5899,0.001
11830,Thecc1EG038000t1,Gorai.009G020500.1,0.0211,0.4606,0.0457
11831,Thecc1EG038002t1,Gorai.010G065700.1,0.0343,0.2902,0.1181
11832,Thecc1EG038004t1,Gorai.004G278100.1,0.0425,0.9453,0.045
11833,Thecc1EG038005t1,Gorai.009G020400.1,0.0382,0.4274,0.0894
11834,Thecc1EG038006t1,Gorai.010G065600.1,0.0439,0.494,0.089
11835,Thecc1EG038012t1,Gorai.001G002400.1,0.0426,0.369,0.1156
11836,Thecc1EG038015t1,Gorai.009G019900.1,0.0353,0.3411,0.1034
11837,Thecc1EG038017t1,Gorai.009G019800.1,0.0444,0.3365,0.1318
11838,Thecc1EG038019t1,Gorai.009G019700.1,0.0469,0.7022,0.0667
11839,Thecc1EG038023t1,Gorai.009G019600.1,0.0178,0.4589,0.0387
11840,Thecc1EG038026t1,Gorai.001G040600.1,0.0301,0.3831,0.0785
11841,Thecc1EG038030t1,Gorai.001G040700.1,0.0242,0.4314,0.0561
11842,Thecc1EG038031t1,Gorai.013G233600.1,0.0347,0.4383,0.0791
11843,Thecc1EG038034t1,Gorai.007G076800.1,0.0218,0.3091,0.0704
11844,Thecc1EG038036t1,Gorai.010G064900.1,0.017,0.307,0.0555
11845,Thecc1EG038042t1,Gorai.013G233700.1,0.0469,0.4782,0.0981
11846,Thecc1EG038043t1,Gorai.009G018700.1,0.0494,1.0502,0.047
11847,Thecc1EG038044t1,Gorai.009G018800.1,0.0434,0.6131,0.0707
11848,Thecc1EG038046t1,Gorai.001G041100.1,0.0345,0.314,0.11
11849,Thecc1EG038048t1,Gorai.001G041200.1,0.0204,0.421,0.0486
11850,Thecc1EG038049t1,Gorai.010G064700.1,0.0171,0.345,0.0496
11851,Thecc1EG038050t1,Gorai.001G041400.1,0.0217,0.4807,0.0452
11852,Thecc1EG038052t1,Gorai.009G018600.1,0.0188,0.3357,0.0559
11853,Thecc1EG038054t1,Gorai.004G277500.1,0.0447,0.6888,0.0649
11854,Thecc1EG038056t1,Gorai.001G041500.1,0.03,0.5529,0.0543
11855,Thecc1EG038058t1,Gorai.013G233900.1,0.0278,0.6718,0.0414
11856,Thecc1EG038062t1,Gorai.010G064300.1,0.0072,0.2785,0.0259
11857,Thecc1EG038064t1,Gorai.001G216100.1,0.0419,0.3986,0.105
11858,Thecc1EG038066t1,Gorai.001G041900.1,0.0224,0.4012,0.0558
11859,Thecc1EG038068t1,Gorai.009G018000.1,0.026,0.5056,0.0513
11860,Thecc1EG038069t1,Gorai.004G277100.1,0.0273,0.6809,0.0401
11861,Thecc1EG038071t1,Gorai.009G017900.1,0.033,0.5544,0.0596
11862,Thecc1EG038072t1,Gorai.001G042000.1,0.0289,0.2894,0.0999
11863,Thecc1EG038074t1,Gorai.010G064100.1,0.0306,0.3933,0.0779
11864,Thecc1EG038075t1,Gorai.010G064000.1,0.0264,0.2891,0.0913
11865,Thecc1EG038078t1,Gorai.013G234100.1,0.0332,0.6604,0.0503
11866,Thecc1EG038079t1,Gorai.009G017700.1,0.0239,0.5552,0.0431
11867,Thecc1EG038080t1,Gorai.001G042100.1,0.0244,0.3411,0.0714
11868,Thecc1EG038084t1,Gorai.009G017400.1,0.034,0.4205,0.0808
11869,Thecc1EG038088t1,Gorai.009G017300.1,0.0182,0.797,0.0228
11870,Thecc1EG038089t1,Gorai.010G063500.1,0.0445,0.3916,0.1137
11871,Thecc1EG038093t1,Gorai.009G017100.1,0.0253,0.3814,0.0664
11872,Thecc1EG038096t1,Gorai.010G063300.1,0.031,0.3739,0.0828
11873,Thecc1EG038100t1,Gorai.013G234200.1,0.0571,0.4473,0.1276
11874,Thecc1EG038101t1,Gorai.013G234300.1,0.0351,0.3416,0.1026
11875,Thecc1EG038104t1,Gorai.010G063000.1,0.0435,0.3504,0.1243
11876,Thecc1EG038107t1,Gorai.009G016600.1,0.0637,0.5092,0.1251
11877,Thecc1EG038108t1,Gorai.001G043000.1,0.0277,0.3259,0.0849
11878,Thecc1EG038109t1,Gorai.010G062700.1,0.0219,0.377,0.0581
11879,Thecc1EG038111t1,Gorai.013G234500.1,0.1302,6.9734,0.0187
11880,Thecc1EG038113t1,Gorai.009G016400.1,0.0918,0.6211,0.1479
11881,Thecc1EG038116t1,Gorai.010G062400.1,0.0338,0.3626,0.0933
11882,Thecc1EG038118t1,Gorai.001G043400.1,0.0252,0.3235,0.078
11883,Thecc1EG038119t1,Gorai.001G043500.1,0.0197,0.4907,0.0402
11884,Thecc1EG038121t1,Gorai.001G043600.1,0.0216,0.447,0.0483
11885,Thecc1EG038122t1,Gorai.001G043700.1,0.0339,0.5025,0.0674
11886,Thecc1EG038124t1,Gorai.010G062200.1,0.0177,0.3191,0.0555
11887,Thecc1EG038126t1,Gorai.001G043800.1,0.0293,0.5147,0.057
11888,Thecc1EG038129t1,Gorai.009G016200.1,0.0377,0.558,0.0675
11889,Thecc1EG038131t1,Gorai.001G044000.1,0.037,0.4751,0.0778
11890,Thecc1EG038132t1,Gorai.010G061900.1,0.026,0.4014,0.0647
11891,Thecc1EG038133t1,Gorai.009G016000.1,0.0299,0.2312,0.1294
11892,Thecc1EG038136t1,Gorai.009G015900.1,0.1612,0.8046,0.2003
11893,Thecc1EG038138t1,Gorai.001G044200.1,0.0063,0.3044,0.0208
11894,Thecc1EG038139t1,Gorai.013G234800.1,0.0232,0.3344,0.0695
11895,Thecc1EG038140t1,Gorai.001G044300.1,0.0412,0.5009,0.0823
11896,Thecc1EG038144t1,Gorai.004G107300.1,0.0191,0.3846,0.0496
11897,Thecc1EG038145t1,Gorai.009G015600.1,0.0384,0.4163,0.0923
11898,Thecc1EG038146t1,Gorai.004G107400.1,0.0267,0.4776,0.0559
11899,Thecc1EG038149t1,Gorai.013G235200.1,0.0467,0.3757,0.1244
11900,Thecc1EG038150t1,Gorai.004G107500.1,0.0388,0.3111,0.1249
11901,Thecc1EG038158t1,Gorai.010G061400.1,0.053,0.3923,0.1352
11902,Thecc1EG038159t1,Gorai.010G061000.1,0.0969,0.6848,0.1415
11903,Thecc1EG038160t1,Gorai.010G060900.1,0.0479,0.4107,0.1166
11904,Thecc1EG038161t1,Gorai.010G060800.1,0.0196,0.3164,0.0621
11905,Thecc1EG038162t1,Gorai.004G107900.1,0.0234,0.3137,0.0747
11906,Thecc1EG038163t1,Gorai.010G060600.1,0.0482,0.473,0.1019
11907,Thecc1EG038164t1,Gorai.013G235500.1,0.0693,0.8479,0.0817
11908,Thecc1EG038165t1,Gorai.004G108000.1,0.0355,0.5498,0.0647
11909,Thecc1EG038166t1,Gorai.010G060500.1,0.0477,0.4345,0.1097
11910,Thecc1EG038167t1,Gorai.013G235900.1,0.0175,0.3863,0.0452
11911,Thecc1EG038169t1,Gorai.010G060400.1,0.0269,0.3712,0.0724
11912,Thecc1EG038170t1,Gorai.010G060300.1,0.0261,0.3506,0.0745
11913,Thecc1EG038173t1,Gorai.010G060200.1,0.0251,0.3396,0.074
11914,Thecc1EG038175t1,Gorai.010G060100.1,0.0289,0.3114,0.0929
11915,Thecc1EG038176t1,Gorai.009G015000.1,0.0447,0.5277,0.0847
11916,Thecc1EG038177t1,Gorai.010G060000.1,0.0354,0.3181,0.1112
11917,Thecc1EG038179t1,Gorai.004G108200.1,0.0209,0.3901,0.0536
11918,Thecc1EG038180t1,Gorai.004G108300.1,0.0055,0.32,0.017
11919,Thecc1EG038181t1,Gorai.009G014700.1,0.0219,0.5081,0.0431
11920,Thecc1EG038182t1,Gorai.004G108400.1,0.0409,0.4595,0.0891
11921,Thecc1EG038183t1,Gorai.013G236300.1,0.0571,0.5582,0.1022
11922,Thecc1EG038184t1,Gorai.009G014500.1,0.0094,0.3007,0.0311
11923,Thecc1EG038188t1,Gorai.010G059700.1,0.0224,0.4332,0.0517
11924,Thecc1EG038189t1,Gorai.004G108800.1,0.0394,0.3918,0.1005
11925,Thecc1EG038190t1,Gorai.009G014400.1,0.0547,0.4379,0.1249
11926,Thecc1EG038191t1,Gorai.009G014300.1,0.0265,0.3452,0.0768
11927,Thecc1EG038194t1,Gorai.004G108900.1,0.0368,0.4578,0.0804
11928,Thecc1EG038198t1,Gorai.010G059300.1,0.0283,0.2877,0.0983
11929,Thecc1EG038199t1,Gorai.009G014200.1,0.0302,0.3946,0.0765
11930,Thecc1EG038201t1,Gorai.010G059000.1,0.0351,0.4423,0.0793
11931,Thecc1EG038203t1,Gorai.013G236600.1,0.05,0.5054,0.0989
11932,Thecc1EG038204t1,Gorai.004G109500.1,0.0221,0.3109,0.071
11933,Thecc1EG038205t1,Gorai.004G109600.1,0.0285,0.3809,0.0748
11934,Thecc1EG038208t1,Gorai.009G010400.1,0.0683,0.6254,0.1093
11935,Thecc1EG038216t1,Gorai.004G109700.1,0.0485,0.5095,0.0952
11936,Thecc1EG038226t1,Gorai.009G013900.1,0.0364,0.5736,0.0635
11937,Thecc1EG038227t1,Gorai.009G013800.1,0.033,0.4287,0.0769
11938,Thecc1EG038230t1,Gorai.010G057600.1,0.0367,0.576,0.0636
11939,Thecc1EG038231t1,Gorai.009G013600.1,0.0603,0.4329,0.1394
11940,Thecc1EG038232t1,Gorai.010G057400.1,0.0503,0.3817,0.1317
11941,Thecc1EG038233t1,Gorai.004G110400.1,0.0329,0.482,0.0683
11942,Thecc1EG038234t1,Gorai.009G013400.1,0.0325,0.3152,0.1032
11943,Thecc1EG038238t1,Gorai.008G156800.1,0.0527,0.4473,0.1178
11944,Thecc1EG038239t1,Gorai.009G013300.1,0.0215,0.4572,0.047
11945,Thecc1EG038242t1,Gorai.009G013100.1,0.0647,0.4371,0.1479
11946,Thecc1EG038245t1,Gorai.010G057100.1,0.0236,0.3724,0.0634
11947,Thecc1EG038248t1,Gorai.010G057000.1,0.0334,0.3483,0.096
11948,Thecc1EG038257t1,Gorai.009G012700.1,0.0193,0.3506,0.055
11949,Thecc1EG038259t1,Gorai.010G056600.1,0.0375,0.4135,0.0906
11950,Thecc1EG038261t1,Gorai.010G056500.1,0.0293,0.4969,0.059
11951,Thecc1EG038262t1,Gorai.004G114100.1,0.0479,0.5374,0.0892
11952,Thecc1EG038265t1,Gorai.013G237600.1,0.0648,0.903,0.0718
11953,Thecc1EG038267t1,Gorai.009G012400.1,0.0371,0.3934,0.0944
11954,Thecc1EG038268t1,Gorai.010G056200.1,0.0659,0.5262,0.1253
11955,Thecc1EG038269t1,Gorai.009G012300.1,0.0149,0.3497,0.0426
11956,Thecc1EG038270t1,Gorai.010G056000.1,0.0244,0.6212,0.0392
11957,Thecc1EG038275t1,Gorai.010G055100.1,0.0527,0.3593,0.1468
11958,Thecc1EG038276t1,Gorai.010G055000.1,0.0353,0.555,0.0636
11959,Thecc1EG038277t1,Gorai.010G054900.1,0.0484,0.5163,0.0937
11960,Thecc1EG038278t1,Gorai.001G045300.1,0.0249,0.3874,0.0642
11961,Thecc1EG038279t1,Gorai.010G054600.1,0.0267,0.3723,0.0717
11962,Thecc1EG038280t1,Gorai.010G054500.1,0.0253,0.4226,0.0598
11963,Thecc1EG038282t1,Gorai.013G238000.1,0.0311,0.5082,0.0611
11964,Thecc1EG038288t1,Gorai.004G274900.1,0.0755,1.3182,0.0573
11965,Thecc1EG038289t1,Gorai.010G054400.1,0.0249,0.3198,0.0779
11966,Thecc1EG038295t1,Gorai.010G054100.1,0.0549,0.4035,0.136
11967,Thecc1EG038296t1,Gorai.001G045600.1,0.0415,0.3277,0.1266
11968,Thecc1EG038299t1,Gorai.009G011800.1,0.0276,0.3349,0.0824
11969,Thecc1EG038300t1,Gorai.010G053800.1,0.02,0.2859,0.07
11970,Thecc1EG038303t1,Gorai.010G053600.1,0.047,0.4627,0.1015
11971,Thecc1EG038305t1,Gorai.009G011500.1,0.0453,0.5247,0.0864
11972,Thecc1EG038306t1,Gorai.009G011400.1,0.029,0.4352,0.0666
11973,Thecc1EG038307t1,Gorai.001G045700.1,0.0173,0.4414,0.0393
11974,Thecc1EG038308t1,Gorai.009G011300.1,0.031,0.4223,0.0735
11975,Thecc1EG038311t1,Gorai.013G238500.1,0.0341,0.3083,0.1106
11976,Thecc1EG038312t1,Gorai.004G110500.1,0.0583,0.4043,0.1443
11977,Thecc1EG038313t1,Gorai.009G011200.1,0.0191,0.3631,0.0525
11978,Thecc1EG038315t1,Gorai.001G045500.1,0.05,0.4442,0.1126
11979,Thecc1EG038316t1,Gorai.013G238600.1,0.0431,0.2976,0.1449
11980,Thecc1EG038324t1,Gorai.013G238700.1,0.0481,0.8172,0.0589
11981,Thecc1EG038331t1,Gorai.013G240700.1,0.0154,0.3734,0.0411
