Grai	kirkii	kokia
Gorai.010G123500.1	augustus_masked-SEQ_595-processed-gene-20.13-mRNA-1	augustus_masked-SEQ_129733-processed-gene-2.24-mRNA-1
Gorai.010G123700.1	maker-SEQ_595-snap-gene-20.91-mRNA-1	maker-SEQ_129733-augustus-gene-2.42-mRNA-1
Gorai.010G123800.1	augustus_masked-SEQ_595-processed-gene-20.2-mRNA-1	augustus_masked-SEQ_129733-processed-gene-2.41-mRNA-1
Gorai.010G123900.1	maker-SEQ_595-augustus-gene-20.86-mRNA-1	maker-SEQ_129733-augustus-gene-2.43-mRNA-1
Gorai.010G124000.1	maker-SEQ_595-snap-gene-20.90-mRNA-1	augustus_masked-SEQ_129733-processed-gene-2.35-mRNA-1
Gorai.010G124100.1	maker-SEQ_595-augustus-gene-20.82-mRNA-1	maker-SEQ_129733-augustus-gene-3.54-mRNA-1
Gorai.010G124200.1	maker-SEQ_595-augustus-gene-19.65-mRNA-1	maker-SEQ_129733-augustus-gene-3.55-mRNA-1
Gorai.010G124500.1	maker-SEQ_595-snap-gene-16.69-mRNA-1	maker-SEQ_129733-augustus-gene-4.72-mRNA-1
Gorai.010G124600.1	maker-SEQ_595-snap-gene-16.68-mRNA-1	maker-SEQ_129733-augustus-gene-4.69-mRNA-1
Gorai.010G124700.1	maker-SEQ_595-augustus-gene-17.60-mRNA-1	augustus_masked-SEQ_129733-processed-gene-4.59-mRNA-1
Gorai.010G125100.1	maker-SEQ_595-augustus-gene-16.61-mRNA-1	maker-SEQ_117672-augustus-gene-0.6-mRNA-1
Gorai.010G125200.1	maker-SEQ_595-augustus-gene-15.54-mRNA-1	maker-SEQ_126571-augustus-gene-0.68-mRNA-1
Gorai.010G125400.1	maker-SEQ_595-augustus-gene-15.53-mRNA-1	maker-SEQ_126571-augustus-gene-0.67-mRNA-1
Gorai.010G125500.1	maker-SEQ_595-snap-gene-15.58-mRNA-1	maker-SEQ_126571-augustus-gene-0.70-mRNA-1
Gorai.010G126100.1	maker-SEQ_595-augustus-gene-12.55-mRNA-1	maker-SEQ_129704-augustus-gene-1.61-mRNA-1
Gorai.010G127000.1	augustus_masked-SEQ_595-processed-gene-266.6-mRNA-1	genemark-SEQ_129342-processed-gene-4.20-mRNA-1
Gorai.010G127100.1	maker-SEQ_595-augustus-gene-268.67-mRNA-1	genemark-SEQ_129342-processed-gene-4.5-mRNA-1
Gorai.010G127400.1	maker-SEQ_595-augustus-gene-269.77-mRNA-1	maker-SEQ_129342-augustus-gene-2.45-mRNA-1
Gorai.010G127600.1	maker-SEQ_595-snap-gene-271.67-mRNA-1	maker-SEQ_129342-augustus-gene-1.34-mRNA-1
Gorai.010G127900.1	maker-SEQ_595-augustus-gene-272.65-mRNA-1	maker-SEQ_126903-augustus-gene-0.71-mRNA-1
Gorai.010G128100.1	maker-SEQ_595-snap-gene-273.65-mRNA-1	augustus_masked-SEQ_126903-processed-gene-0.60-mRNA-1
Gorai.010G128200.1	maker-SEQ_595-augustus-gene-276.79-mRNA-1	maker-SEQ_129210-augustus-gene-0.39-mRNA-1
Gorai.010G128700.1	maker-SEQ_595-snap-gene-274.62-mRNA-1	augustus_masked-SEQ_129210-processed-gene-2.22-mRNA-1
Gorai.010G128800.1	maker-SEQ_595-augustus-gene-277.64-mRNA-1	maker-SEQ_129210-augustus-gene-3.37-mRNA-1
Gorai.010G128900.1	maker-SEQ_595-snap-gene-278.89-mRNA-1	maker-SEQ_129210-augustus-gene-3.38-mRNA-1
Gorai.010G129400.1	maker-SEQ_595-snap-gene-281.83-mRNA-1	maker-SEQ_130315-augustus-gene-0.39-mRNA-1
Gorai.010G130400.1	maker-SEQ_595-augustus-gene-285.56-mRNA-1	maker-SEQ_130315-augustus-gene-2.35-mRNA-1
Gorai.010G130700.1	maker-SEQ_595-snap-gene-285.59-mRNA-1	genemark-SEQ_130315-processed-gene-2.19-mRNA-1
Gorai.010G130800.1	maker-SEQ_595-snap-gene-286.79-mRNA-1	maker-SEQ_127036-augustus-gene-2.96-mRNA-1
Gorai.010G131000.1	maker-SEQ_595-snap-gene-288.80-mRNA-1	genemark-SEQ_127036-processed-gene-0.6-mRNA-1
Gorai.010G131100.1	maker-SEQ_595-snap-gene-288.79-mRNA-1	maker-SEQ_128897-augustus-gene-0.59-mRNA-1
Gorai.010G131400.1	maker-SEQ_595-augustus-gene-290.54-mRNA-1	maker-SEQ_128897-augustus-gene-0.61-mRNA-1
Gorai.010G131600.1	maker-SEQ_595-snap-gene-291.69-mRNA-1	maker-SEQ_114379-augustus-gene-0.42-mRNA-1
Gorai.010G131800.1	maker-SEQ_595-augustus-gene-339.81-mRNA-1	maker-SEQ_126590-augustus-gene-0.29-mRNA-1
Gorai.010G131900.1	maker-SEQ_595-augustus-gene-338.88-mRNA-1	augustus_masked-SEQ_126590-processed-gene-1.59-mRNA-1
Gorai.010G134100.1	maker-SEQ_595-augustus-gene-335.77-mRNA-1	maker-SEQ_122752-augustus-gene-0.23-mRNA-1
Gorai.010G134200.1	maker-SEQ_595-augustus-gene-335.78-mRNA-1	genemark-SEQ_117721-processed-gene-0.4-mRNA-1
Gorai.010G134300.1	maker-SEQ_595-augustus-gene-336.81-mRNA-1	maker-SEQ_117721-augustus-gene-0.14-mRNA-1
Gorai.010G134400.1	maker-SEQ_595-snap-gene-169.76-mRNA-1	genemark-SEQ_126738-processed-gene-3.8-mRNA-1
Gorai.010G134600.1	maker-SEQ_595-snap-gene-167.104-mRNA-1	maker-SEQ_126738-augustus-gene-2.24-mRNA-1
Gorai.010G134700.1	genemark-SEQ_595-processed-gene-167.38-mRNA-1	maker-SEQ_126738-augustus-gene-1.42-mRNA-1
Gorai.010G134800.1	maker-SEQ_595-augustus-gene-165.55-mRNA-1	maker-SEQ_125929-augustus-gene-0.55-mRNA-1
Gorai.010G135000.1	maker-SEQ_595-snap-gene-165.57-mRNA-1	genemark-SEQ_130198-processed-gene-2.1-mRNA-1
Gorai.010G135100.1	maker-SEQ_595-augustus-gene-164.73-mRNA-1	maker-SEQ_130198-augustus-gene-3.58-mRNA-1
Gorai.010G135500.1	maker-SEQ_595-snap-gene-161.64-mRNA-1	augustus_masked-SEQ_130198-processed-gene-7.45-mRNA-1
Gorai.010G135900.1	maker-SEQ_595-augustus-gene-144.52-mRNA-1	maker-SEQ_115389-augustus-gene-0.7-mRNA-1
Gorai.010G136200.1	maker-SEQ_595-snap-gene-332.85-mRNA-1	augustus_masked-SEQ_128295-processed-gene-0.60-mRNA-1
Gorai.010G136500.1	maker-SEQ_595-augustus-gene-186.79-mRNA-1	maker-SEQ_126832-augustus-gene-4.49-mRNA-1
Gorai.010G136600.1	maker-SEQ_595-augustus-gene-186.78-mRNA-1	augustus_masked-SEQ_126832-processed-gene-4.42-mRNA-1
Gorai.010G136700.1	maker-SEQ_595-snap-gene-186.89-mRNA-1	maker-SEQ_126832-augustus-gene-4.48-mRNA-1
Gorai.010G137500.1	maker-SEQ_595-augustus-gene-181.66-mRNA-1	genemark-SEQ_120580-processed-gene-0.21-mRNA-1
Gorai.010G137900.1	maker-SEQ_595-snap-gene-172.87-mRNA-1	maker-SEQ_114432-augustus-gene-0.50-mRNA-1
Gorai.010G138000.1	maker-SEQ_595-snap-gene-172.86-mRNA-1	genemark-SEQ_130319-processed-gene-5.25-mRNA-1
Gorai.010G138100.1	genemark-SEQ_595-processed-gene-174.1-mRNA-1	maker-SEQ_130319-augustus-gene-5.39-mRNA-1
Gorai.010G138600.1	maker-SEQ_569-snap-gene-248.103-mRNA-1	maker-SEQ_126948-augustus-gene-4.51-mRNA-1
Gorai.010G138700.1	maker-SEQ_569-augustus-gene-246.79-mRNA-1	maker-SEQ_126948-augustus-gene-4.53-mRNA-1
Gorai.010G138800.1	augustus_masked-SEQ_569-processed-gene-246.4-mRNA-1	augustus_masked-SEQ_116824-processed-gene-0.47-mRNA-1
Gorai.010G139000.1	maker-SEQ_569-augustus-gene-109.63-mRNA-1	maker-SEQ_127789-augustus-gene-0.47-mRNA-1
Gorai.010G139300.1	genemark-SEQ_431-processed-gene-421.38-mRNA-1	maker-SEQ_128952-augustus-gene-1.65-mRNA-1
Gorai.010G139600.1	maker-SEQ_569-snap-gene-146.34-mRNA-1	maker-SEQ_130197-augustus-gene-0.31-mRNA-1
Gorai.010G139700.1	maker-SEQ_569-augustus-gene-147.70-mRNA-1	maker-SEQ_130197-augustus-gene-1.48-mRNA-1
Gorai.010G139900.1	maker-SEQ_569-augustus-gene-148.73-mRNA-1	augustus_masked-SEQ_130197-processed-gene-2.26-mRNA-1
Gorai.010G140200.1	maker-SEQ_569-augustus-gene-148.75-mRNA-1	genemark-SEQ_130197-processed-gene-2.13-mRNA-1
Gorai.010G140700.1	maker-SEQ_569-snap-gene-152.70-mRNA-1	maker-SEQ_130197-augustus-gene-7.37-mRNA-1
Gorai.010G140800.1	maker-SEQ_595-snap-gene-177.82-mRNA-1	augustus_masked-SEQ_130319-processed-gene-3.34-mRNA-1
Gorai.010G140900.1	maker-SEQ_595-augustus-gene-506.59-mRNA-1	maker-SEQ_129937-augustus-gene-0.26-mRNA-1
Gorai.010G141000.1	maker-SEQ_595-snap-gene-503.69-mRNA-1	maker-SEQ_127178-augustus-gene-0.70-mRNA-1
Gorai.010G141800.1	maker-SEQ_595-snap-gene-504.76-mRNA-1	augustus_masked-SEQ_129937-processed-gene-1.25-mRNA-1
Gorai.010G142000.1	maker-SEQ_595-augustus-gene-504.62-mRNA-1	genemark-SEQ_129937-processed-gene-1.17-mRNA-1
Gorai.010G142100.1	maker-SEQ_595-snap-gene-504.71-mRNA-1	maker-SEQ_129937-augustus-gene-1.49-mRNA-1
Gorai.010G142200.1	maker-SEQ_595-augustus-gene-504.68-mRNA-1	maker-SEQ_129937-augustus-gene-1.41-mRNA-1
Gorai.010G142400.1	maker-SEQ_595-augustus-gene-505.55-mRNA-1	genemark-SEQ_129937-processed-gene-1.11-mRNA-1
Gorai.010G142500.1	maker-SEQ_595-snap-gene-505.63-mRNA-1	maker-SEQ_129937-augustus-gene-1.40-mRNA-1
Gorai.010G142700.1	maker-SEQ_595-snap-gene-505.64-mRNA-1	genemark-SEQ_129937-processed-gene-0.6-mRNA-1
Gorai.010G142900.1	genemark-SEQ_595-processed-gene-506.12-mRNA-1	maker-SEQ_129937-augustus-gene-0.33-mRNA-1
Gorai.010G143200.1	maker-SEQ_595-snap-gene-506.61-mRNA-1	maker-SEQ_129937-augustus-gene-0.32-mRNA-1
Gorai.010G143600.1	augustus_masked-SEQ_595-processed-gene-312.2-mRNA-1	maker-SEQ_130319-augustus-gene-3.39-mRNA-1
Gorai.010G143700.1	genemark-SEQ_595-processed-gene-502.38-mRNA-1	genemark-SEQ_127178-processed-gene-0.12-mRNA-1
Gorai.010G143800.1	maker-SEQ_595-snap-gene-502.114-mRNA-1	maker-SEQ_127178-augustus-gene-0.67-mRNA-1
Gorai.010G144000.1	maker-SEQ_595-augustus-gene-502.95-mRNA-1	maker-SEQ_127178-augustus-gene-0.66-mRNA-1
Gorai.010G144100.1	maker-SEQ_595-augustus-gene-502.94-mRNA-1	maker-SEQ_127178-augustus-gene-0.65-mRNA-1
Gorai.010G146700.1	maker-SEQ_595-snap-gene-501.55-mRNA-1	genemark-SEQ_124657-processed-gene-1.11-mRNA-1
Gorai.010G148300.1	maker-SEQ_595-snap-gene-500.84-mRNA-1	maker-SEQ_124657-augustus-gene-0.32-mRNA-1
Gorai.010G149300.1	augustus_masked-SEQ_595-processed-gene-518.13-mRNA-1	maker-SEQ_124657-augustus-gene-0.27-mRNA-1
Gorai.010G149500.1	maker-SEQ_595-augustus-gene-499.62-mRNA-1	maker-SEQ_128523-augustus-gene-0.19-mRNA-1
Gorai.010G150000.1	maker-SEQ_595-augustus-gene-499.58-mRNA-1	augustus_masked-SEQ_126220-processed-gene-0.42-mRNA-1
Gorai.010G150100.1	maker-SEQ_595-augustus-gene-498.61-mRNA-1	genemark-SEQ_126220-processed-gene-0.9-mRNA-1
Gorai.010G150400.1	maker-SEQ_595-augustus-gene-498.59-mRNA-1	maker-SEQ_120314-augustus-gene-0.58-mRNA-1
Gorai.010G150500.1	maker-SEQ_595-snap-gene-498.63-mRNA-1	augustus_masked-SEQ_120314-processed-gene-0.47-mRNA-1
Gorai.010G151100.1	maker-SEQ_595-augustus-gene-498.60-mRNA-1	maker-SEQ_120314-augustus-gene-0.56-mRNA-1
Gorai.010G151600.1	maker-SEQ_595-snap-gene-493.87-mRNA-1	maker-SEQ_122698-augustus-gene-0.4-mRNA-1
Gorai.010G152200.1	maker-SEQ_595-augustus-gene-497.46-mRNA-1	maker-SEQ_130370-augustus-gene-1.36-mRNA-1
Gorai.010G152500.1	maker-SEQ_595-augustus-gene-496.57-mRNA-1	maker-SEQ_130370-augustus-gene-1.39-mRNA-1
Gorai.010G153000.1	maker-SEQ_595-augustus-gene-496.56-mRNA-1	maker-SEQ_130370-augustus-gene-2.42-mRNA-1
Gorai.010G153200.1	maker-SEQ_595-snap-gene-496.63-mRNA-1	maker-SEQ_130370-augustus-gene-2.43-mRNA-1
Gorai.010G153300.1	maker-SEQ_595-snap-gene-495.70-mRNA-1	augustus_masked-SEQ_130370-processed-gene-2.26-mRNA-1
Gorai.010G153400.1	augustus_masked-SEQ_595-processed-gene-495.4-mRNA-1	augustus_masked-SEQ_130370-processed-gene-2.35-mRNA-1
Gorai.010G153500.1	maker-SEQ_595-augustus-gene-495.59-mRNA-1	genemark-SEQ_130370-processed-gene-2.17-mRNA-1
Gorai.010G153800.1	maker-SEQ_595-augustus-gene-495.58-mRNA-1	maker-SEQ_130370-augustus-gene-2.47-mRNA-1
Gorai.010G154300.1	maker-SEQ_595-snap-gene-494.78-mRNA-1	maker-SEQ_130370-augustus-gene-3.37-mRNA-1
Gorai.010G155000.1	maker-SEQ_595-augustus-gene-494.68-mRNA-1	maker-SEQ_130370-augustus-gene-3.38-mRNA-1
Gorai.010G155400.1	maker-SEQ_595-snap-gene-494.71-mRNA-1	maker-SEQ_130370-augustus-gene-4.51-mRNA-1
Gorai.010G156100.1	snap_masked-SEQ_595-processed-gene-519.65-mRNA-1	augustus_masked-SEQ_130370-processed-gene-4.44-mRNA-1
Gorai.010G157000.1	maker-SEQ_595-augustus-gene-520.68-mRNA-1	maker-SEQ_116858-augustus-gene-0.13-mRNA-1
Gorai.010G157300.1	augustus_masked-SEQ_595-processed-gene-520.3-mRNA-1	maker-SEQ_128588-augustus-gene-0.21-mRNA-1
Gorai.010G157400.1	maker-SEQ_595-augustus-gene-520.66-mRNA-1	maker-SEQ_128588-augustus-gene-0.22-mRNA-1
Gorai.010G157600.1	augustus_masked-SEQ_595-processed-gene-520.9-mRNA-1	maker-SEQ_115845-augustus-gene-0.38-mRNA-1
Gorai.010G158600.1	maker-SEQ_595-augustus-gene-521.71-mRNA-1	maker-SEQ_115845-augustus-gene-0.36-mRNA-1
Gorai.010G158900.1	maker-SEQ_595-augustus-gene-521.77-mRNA-1	maker-SEQ_115845-augustus-gene-0.41-mRNA-1
Gorai.010G159200.1	maker-SEQ_595-snap-gene-521.82-mRNA-1	maker-SEQ_126441-augustus-gene-0.36-mRNA-1
Gorai.010G159600.1	augustus_masked-SEQ_595-processed-gene-522.22-mRNA-1	augustus_masked-SEQ_126441-processed-gene-0.30-mRNA-1
Gorai.010G160000.1	maker-SEQ_595-augustus-gene-522.66-mRNA-1	maker-SEQ_128890-augustus-gene-0.60-mRNA-1
Gorai.010G160200.1	augustus_masked-SEQ_595-processed-gene-523.2-mRNA-1	genemark-SEQ_128890-processed-gene-0.14-mRNA-1
Gorai.010G161000.1	genemark-SEQ_595-processed-gene-523.24-mRNA-1	maker-SEQ_128890-augustus-gene-0.58-mRNA-1
Gorai.010G161400.1	augustus_masked-SEQ_595-processed-gene-523.12-mRNA-1	maker-SEQ_128890-augustus-gene-0.53-mRNA-1
Gorai.010G162700.1	maker-SEQ_595-augustus-gene-525.66-mRNA-1	genemark-SEQ_130121-processed-gene-0.3-mRNA-1
Gorai.010G162800.1	maker-SEQ_595-snap-gene-525.80-mRNA-1	augustus_masked-SEQ_130121-processed-gene-0.23-mRNA-1
Gorai.010G163000.1	genemark-SEQ_595-processed-gene-525.20-mRNA-1	genemark-SEQ_130121-processed-gene-0.14-mRNA-1
Gorai.010G163300.1	maker-SEQ_595-augustus-gene-525.72-mRNA-1	maker-SEQ_129444-augustus-gene-0.13-mRNA-1
Gorai.010G163600.1	augustus_masked-SEQ_595-processed-gene-525.14-mRNA-1	genemark-SEQ_129444-processed-gene-0.6-mRNA-1
Gorai.010G163700.1	maker-SEQ_595-snap-gene-525.85-mRNA-1	genemark-SEQ_129444-processed-gene-0.2-mRNA-1
Gorai.010G163900.1	genemark-SEQ_595-processed-gene-526.27-mRNA-1	maker-SEQ_130199-augustus-gene-0.61-mRNA-1
Gorai.010G164100.1	maker-SEQ_595-augustus-gene-526.50-mRNA-1	maker-SEQ_130199-augustus-gene-0.58-mRNA-1
Gorai.010G164300.1	augustus_masked-SEQ_595-processed-gene-526.3-mRNA-1	augustus_masked-SEQ_130199-processed-gene-0.38-mRNA-1
Gorai.010G164400.1	augustus_masked-SEQ_595-processed-gene-526.4-mRNA-1	augustus_masked-SEQ_130199-processed-gene-0.39-mRNA-1
Gorai.010G164600.1	maker-SEQ_595-snap-gene-526.58-mRNA-1	augustus_masked-SEQ_130199-processed-gene-0.40-mRNA-1
Gorai.010G164800.1	maker-SEQ_595-augustus-gene-527.73-mRNA-1	augustus_masked-SEQ_130199-processed-gene-0.41-mRNA-1
Gorai.010G165300.1	maker-SEQ_595-augustus-gene-527.80-mRNA-1	maker-SEQ_130199-augustus-gene-0.63-mRNA-1
Gorai.010G165900.1	maker-SEQ_595-snap-gene-527.92-mRNA-1	augustus_masked-SEQ_130275-processed-gene-2.31-mRNA-1
Gorai.010G166600.1	maker-SEQ_595-snap-gene-528.52-mRNA-1	maker-SEQ_130275-augustus-gene-2.46-mRNA-1
Gorai.010G167200.1	maker-SEQ_595-augustus-gene-528.49-mRNA-1	maker-SEQ_130275-augustus-gene-1.41-mRNA-1
Gorai.010G167600.1	maker-SEQ_595-augustus-gene-529.49-mRNA-1	maker-SEQ_130275-augustus-gene-1.39-mRNA-1
Gorai.010G168400.1	maker-SEQ_595-augustus-gene-529.55-mRNA-1	augustus_masked-SEQ_130275-processed-gene-1.20-mRNA-1
Gorai.010G168700.1	maker-SEQ_595-augustus-gene-530.52-mRNA-1	maker-SEQ_130275-augustus-gene-0.29-mRNA-1
Gorai.010G168800.1	maker-SEQ_595-augustus-gene-530.53-mRNA-1	maker-SEQ_130275-augustus-gene-0.28-mRNA-1
Gorai.010G168900.1	genemark-SEQ_595-processed-gene-530.24-mRNA-1	genemark-SEQ_130275-processed-gene-0.3-mRNA-1
Gorai.010G169200.1	augustus_masked-SEQ_595-processed-gene-530.3-mRNA-1	maker-SEQ_130275-augustus-gene-0.30-mRNA-1
Gorai.010G169900.1	augustus_masked-SEQ_595-processed-gene-532.1-mRNA-1	augustus_masked-SEQ_129262-processed-gene-1.31-mRNA-1
Gorai.010G170900.1	maker-SEQ_595-augustus-gene-531.58-mRNA-1	maker-SEQ_129262-augustus-gene-0.36-mRNA-1
Gorai.010G171800.1	maker-SEQ_595-augustus-gene-530.51-mRNA-1	maker-SEQ_129262-augustus-gene-0.31-mRNA-1
Gorai.010G172200.1	genemark-SEQ_595-processed-gene-532.25-mRNA-1	augustus_masked-SEQ_129262-processed-gene-1.33-mRNA-1
Gorai.010G172300.1	maker-SEQ_595-snap-gene-532.82-mRNA-1	augustus_masked-SEQ_129262-processed-gene-1.34-mRNA-1
Gorai.010G172500.1	maker-SEQ_595-snap-gene-532.83-mRNA-1	genemark-SEQ_129262-processed-gene-1.10-mRNA-1
Gorai.010G173400.1	maker-SEQ_595-augustus-gene-532.79-mRNA-1	augustus_masked-SEQ_129262-processed-gene-2.20-mRNA-1
Gorai.010G173600.1	maker-SEQ_595-snap-gene-532.87-mRNA-1	maker-SEQ_129262-augustus-gene-2.35-mRNA-1
Gorai.010G174000.1	maker-SEQ_595-augustus-gene-533.55-mRNA-1	maker-SEQ_129262-augustus-gene-2.36-mRNA-1
Gorai.010G174200.1	maker-SEQ_595-snap-gene-533.69-mRNA-1	augustus_masked-SEQ_129262-processed-gene-2.27-mRNA-1
Gorai.010G174500.1	maker-SEQ_595-augustus-gene-533.62-mRNA-1	maker-SEQ_129262-augustus-gene-2.43-mRNA-1
Gorai.010G174700.1	maker-SEQ_595-snap-gene-533.65-mRNA-1	genemark-SEQ_129262-processed-gene-2.7-mRNA-1
Gorai.010G174800.1	maker-SEQ_595-snap-gene-533.72-mRNA-1	augustus_masked-SEQ_129262-processed-gene-2.31-mRNA-1
Gorai.010G175200.1	maker-SEQ_595-snap-gene-533.67-mRNA-1	maker-SEQ_129262-augustus-gene-3.22-mRNA-1
Gorai.010G175400.1	maker-SEQ_595-snap-gene-534.57-mRNA-1	maker-SEQ_129262-augustus-gene-3.23-mRNA-1
Gorai.010G175500.1	maker-SEQ_595-snap-gene-534.62-mRNA-1	maker-SEQ_129262-augustus-gene-3.25-mRNA-1
Gorai.010G175600.1	genemark-SEQ_595-processed-gene-534.16-mRNA-1	genemark-SEQ_129262-processed-gene-3.3-mRNA-1
Gorai.010G175700.1	maker-SEQ_595-augustus-gene-534.55-mRNA-1	augustus_masked-SEQ_129262-processed-gene-3.19-mRNA-1
Gorai.010G176100.1	maker-SEQ_595-snap-gene-535.86-mRNA-1	augustus_masked-SEQ_129262-processed-gene-4.64-mRNA-1
Gorai.010G176200.1	maker-SEQ_595-snap-gene-535.81-mRNA-1	maker-SEQ_129262-augustus-gene-4.74-mRNA-1
Gorai.010G177500.1	maker-SEQ_595-augustus-gene-535.73-mRNA-1	maker-SEQ_129262-augustus-gene-4.75-mRNA-1
Gorai.010G177800.1	maker-SEQ_595-augustus-gene-535.74-mRNA-1	augustus_masked-SEQ_129262-processed-gene-4.57-mRNA-1
Gorai.010G178200.1	genemark-SEQ_595-processed-gene-536.16-mRNA-1	maker-SEQ_129262-augustus-gene-4.85-mRNA-1
Gorai.010G178300.1	maker-SEQ_595-augustus-gene-536.63-mRNA-1	maker-SEQ_129262-augustus-gene-4.79-mRNA-1
Gorai.010G179000.1	maker-SEQ_595-augustus-gene-536.65-mRNA-1	maker-SEQ_112751-augustus-gene-0.14-mRNA-1
Gorai.010G179300.1	maker-SEQ_595-augustus-gene-537.80-mRNA-1	maker-SEQ_124583-augustus-gene-0.76-mRNA-1
Gorai.010G179400.1	maker-SEQ_595-augustus-gene-537.77-mRNA-1	maker-SEQ_124583-augustus-gene-0.82-mRNA-1
Gorai.010G179700.1	maker-SEQ_595-snap-gene-537.87-mRNA-1	maker-SEQ_124583-augustus-gene-0.81-mRNA-1
Gorai.010G179800.1	maker-SEQ_595-snap-gene-537.91-mRNA-1	maker-SEQ_124583-augustus-gene-0.74-mRNA-1
Gorai.010G180100.1	maker-SEQ_595-augustus-gene-537.84-mRNA-1	maker-SEQ_124583-augustus-gene-0.73-mRNA-1
Gorai.010G180500.1	maker-SEQ_595-augustus-gene-537.85-mRNA-1	maker-SEQ_124583-augustus-gene-0.72-mRNA-1
Gorai.010G180700.1	maker-SEQ_595-augustus-gene-538.65-mRNA-1	genemark-SEQ_124583-processed-gene-0.23-mRNA-1
Gorai.010G181400.1	maker-SEQ_595-augustus-gene-538.70-mRNA-1	maker-SEQ_128844-augustus-gene-0.78-mRNA-1
Gorai.010G181600.1	genemark-SEQ_595-processed-gene-538.17-mRNA-1	maker-SEQ_128844-augustus-gene-0.80-mRNA-1
Gorai.010G181700.1	maker-SEQ_595-augustus-gene-538.73-mRNA-1	maker-SEQ_128844-augustus-gene-0.81-mRNA-1
Gorai.010G181900.1	genemark-SEQ_595-processed-gene-538.7-mRNA-1	augustus_masked-SEQ_128844-processed-gene-0.46-mRNA-1
Gorai.010G182100.1	maker-SEQ_595-snap-gene-538.87-mRNA-1	genemark-SEQ_128844-processed-gene-0.24-mRNA-1
Gorai.010G182400.1	maker-SEQ_595-augustus-gene-539.62-mRNA-1	maker-SEQ_128844-augustus-gene-0.82-mRNA-1
Gorai.010G182500.1	maker-SEQ_595-augustus-gene-539.59-mRNA-1	maker-SEQ_128844-augustus-gene-0.73-mRNA-1
Gorai.010G182800.1	genemark-SEQ_595-processed-gene-539.19-mRNA-1	augustus_masked-SEQ_128844-processed-gene-0.50-mRNA-1
Gorai.010G182900.1	maker-SEQ_595-snap-gene-539.69-mRNA-1	augustus_masked-SEQ_128844-processed-gene-0.51-mRNA-1
Gorai.010G183000.1	augustus_masked-SEQ_595-processed-gene-539.11-mRNA-1	augustus_masked-SEQ_128844-processed-gene-0.65-mRNA-1
Gorai.010G183100.1	maker-SEQ_595-snap-gene-539.73-mRNA-1	maker-SEQ_128844-augustus-gene-0.85-mRNA-1
Gorai.010G183400.1	maker-SEQ_595-augustus-gene-539.61-mRNA-1	genemark-SEQ_128844-processed-gene-0.10-mRNA-1
Gorai.010G183500.1	maker-SEQ_595-snap-gene-539.74-mRNA-1	maker-SEQ_128844-augustus-gene-0.86-mRNA-1
Gorai.010G184000.1	snap_masked-SEQ_595-processed-gene-540.49-mRNA-1	maker-SEQ_128844-augustus-gene-0.90-mRNA-1
Gorai.010G185400.1	maker-SEQ_595-augustus-gene-541.87-mRNA-1	maker-SEQ_130263-augustus-gene-0.36-mRNA-1
Gorai.010G185800.1	maker-SEQ_595-augustus-gene-541.88-mRNA-1	maker-SEQ_130263-augustus-gene-1.50-mRNA-1
Gorai.010G186000.1	maker-SEQ_595-augustus-gene-541.83-mRNA-1	maker-SEQ_130263-augustus-gene-1.45-mRNA-1
Gorai.010G186200.1	genemark-SEQ_595-processed-gene-541.29-mRNA-1	maker-SEQ_130263-augustus-gene-1.46-mRNA-1
Gorai.010G186300.1	maker-SEQ_595-snap-gene-541.106-mRNA-1	maker-SEQ_130263-augustus-gene-1.51-mRNA-1
Gorai.010G186400.1	maker-SEQ_595-snap-gene-541.101-mRNA-1	augustus_masked-SEQ_130263-processed-gene-1.31-mRNA-1
Gorai.010G186700.1	maker-SEQ_595-augustus-gene-541.86-mRNA-1	maker-SEQ_130263-augustus-gene-1.48-mRNA-1
Gorai.010G186900.1	augustus_masked-SEQ_595-processed-gene-542.2-mRNA-1	maker-SEQ_130263-augustus-gene-1.54-mRNA-1
Gorai.010G187100.1	maker-SEQ_595-augustus-gene-542.79-mRNA-1	maker-SEQ_130263-augustus-gene-1.55-mRNA-1
Gorai.010G187700.1	augustus_masked-SEQ_595-processed-gene-542.14-mRNA-1	augustus_masked-SEQ_130263-processed-gene-2.26-mRNA-1
Gorai.010G187900.1	maker-SEQ_595-snap-gene-542.92-mRNA-1	maker-SEQ_130263-augustus-gene-2.48-mRNA-1
Gorai.010G188200.1	maker-SEQ_595-augustus-gene-543.73-mRNA-1	maker-SEQ_130263-augustus-gene-2.49-mRNA-1
Gorai.010G188300.1	maker-SEQ_595-augustus-gene-543.74-mRNA-1	maker-SEQ_130263-augustus-gene-2.50-mRNA-1
Gorai.010G188400.1	maker-SEQ_595-augustus-gene-543.69-mRNA-1	augustus_masked-SEQ_130263-processed-gene-2.31-mRNA-1
Gorai.010G188700.1	maker-SEQ_595-snap-gene-543.85-mRNA-1	maker-SEQ_130263-augustus-gene-2.46-mRNA-1
Gorai.010G188900.1	maker-SEQ_595-augustus-gene-543.75-mRNA-1	maker-SEQ_130263-augustus-gene-2.51-mRNA-1
Gorai.010G189100.1	maker-SEQ_595-snap-gene-543.90-mRNA-1	genemark-SEQ_130263-processed-gene-2.21-mRNA-1
